date,open,close,high,low,volume
2021-02-18,10964.670,10591.53,11001.780,10565.400,72763176773.000
2021-02-19,10517.130,10560.97,10560.970,10214.360,68067726106.000
2021-02-22,10686.390,9977.41,10686.390,9977.410,77599968386.000
2021-02-23,9786.090,9863.82,10000.120,9637.210,65958967389.000
2021-02-24,9931.550,9360.95,9988.840,9201.580,95601372591.000
2021-02-25,9606.370,9496.79,9665.980,9380.890,58866567343.000
2021-02-26,9052.150,8954.44,9184.170,8937.090,93479568937.000
2021-03-01,9209.950,9298.79,9312.060,9130.980,62255667943.000
2021-03-02,9570.950,9257.99,9629.890,9221.540,61117954697.000
2021-03-03,9282.480,9366.51,9368.760,9117.000,41808773487.000
2021-03-04,9149.650,8819.62,9150.360,8807.470,61941194126.000
2021-03-05,8500.510,8634.22,8774.200,8384.910,63990114515.000
2021-03-08,8736.530,8081.63,8748.880,8023.240,81619903601.000
2021-03-09,8029.830,8063.12,8324.100,7706.830,84042541525.000
2021-03-10,8526.690,8216.58,8526.690,8174.610,56565262145.000
2021-03-11,8232.880,8640.16,8652.110,8219.810,69493819678.000
2021-03-12,8836.770,8456.43,8894.410,8449.290,75069428095.000
2021-03-15,8549.040,8264.42,8607.840,8171.970,69100174418.000
2021-03-16,8405.940,8530.82,8549.580,8405.940,43407294242.000
2021-03-17,8523.480,8574.04,8643.750,8402.950,39457042578.000
2021-03-18,8689.320,8676.33,8819.380,8643.420,58313080420.000
2021-03-19,8516.420,8551.32,8597.790,8387.790,56879429441.000
2021-03-22,8529.340,8508.85,8646.100,8441.960,33554013141.000
2021-03-23,8580.990,8295.42,8584.660,8223.000,41157675037.000
2021-03-24,8283.700,8040.99,8328.410,7981.650,48382671421.000
2021-03-25,7812.590,7944.8,7995.820,7642.570,64455739707.000
2021-03-26,7985.260,8129.63,8206.020,7955.340,52125142766.000
2021-03-29,8110.960,7981.07,8160.820,7906.570,54561941973.000
2021-03-30,8077.650,8180.32,8239.150,8045.830,45705526822.000
2021-03-31,8283.460,8183.8,8343.460,8151.330,42717539470.000
2021-04-01,8336.000,8569.64,8569.730,8308.080,57703871408.000
2021-04-07,8650.500,8451.85,8669.170,8421.210,51432511998.000
2021-04-08,8375.560,8458.11,8524.030,8338.030,173630926670.000
2021-04-09,8503.030,8305.93,8503.030,8246.540,36746308582.000
2021-04-12,8365.230,8169.5,8374.970,8137.170,61327796061.000
2021-04-13,8175.370,8038.81,8233.380,8018.650,47257402758.000
2021-04-14,8191.800,8225.67,8293.810,8176.630,39338377301.000
2021-04-15,8212.390,8142.92,8212.390,8023.970,32466507474.000
2021-04-16,8135.420,8232.13,8250.130,8117.830,40247367178.000
2021-04-19,8206.450,8346.39,8406.120,8145.270,41104063905.000
2021-04-20,8272.340,8311.69,8354.440,8249.220,94736823011.000
2021-04-21,8161.730,8185.0,8222.840,8113.460,41917379019.000
2021-04-22,8263.030,8279.74,8314.540,8200.210,32855967511.000
2021-04-23,8312.990,8467.75,8506.390,8299.720,39861211399.000
2021-04-26,8527.830,8485.24,8612.360,8461.700,40163747229.000
2021-04-27,8486.640,8516.45,8571.050,8418.320,37742163992.000
2021-04-28,8531.360,8532.76,8565.310,8487.530,36273267131.000
2021-04-29,8585.770,8500.13,8599.890,8468.400,26079622111.000
2021-04-30,8435.370,8313.18,8440.300,8300.330,26873872454.000
2021-05-03,8314.650,8227.89,8323.990,8188.440,17024181826.000
2021-05-04,8231.320,8284.12,8295.950,8187.800,15249060639.000
2021-05-05,8180.230,8107.9,8240.290,8096.390,22351526719.000
2021-05-06,8164.630,8136.87,8232.760,8065.800,36744776422.000
2021-05-07,8158.710,7954.82,8158.710,7934.460,36646631554.000
2021-05-10,7987.350,7886.02,8045.170,7841.340,51504420147.000
2021-05-11,7673.060,7649.68,7673.060,7533.210,61845117503.000
2021-05-12,7755.310,7861.18,7868.980,7723.660,50509746648.000
2021-05-13,7699.220,7599.62,7738.780,7597.260,34141690502.000
2021-05-14,7548.110,7565.31,7590.530,7433.440,46135517680.000
2021-05-17,7628.910,7699.96,7738.080,7602.060,39412319908.000
2021-05-18,7764.250,7817.69,7825.640,7741.870,28141170520.000
2021-05-20,7810.780,7915.72,7939.080,7795.830,46908930600.000
2021-05-21,8016.440,8025.31,8048.640,7945.270,56413499671.000
2021-05-24,7961.230,7876.61,7998.240,7800.370,30827833985.000
2021-05-25,7884.970,8004.37,8024.630,7846.990,47568339560.000
2021-05-26,8044.390,8072.46,8092.550,7993.660,42842844748.000
2021-05-27,8082.330,8123.88,8132.890,8033.360,65854626441.000
2021-05-28,8135.720,7957.63,8136.360,7942.250,39632993204.000
2021-05-31,8036.810,8104.35,8105.520,7991.080,43543010391.000
2021-06-01,8141.800,8305.74,8311.710,8132.190,51494209717.000
2021-06-02,8338.030,8235.1,8338.030,8201.540,40443721888.000
2021-06-03,8227.630,8164.34,8316.210,8140.480,39274677334.000
2021-06-04,8080.000,8095.64,8195.370,8059.760,59047420042.000
2021-06-07,8106.010,8042.73,8120.510,7988.960,43393560341.000
2021-06-08,8079.960,7981.01,8100.210,7935.760,26661503522.000
2021-06-09,7970.550,7972.09,8009.220,7926.250,24649245406.000
2021-06-10,7991.270,7969.17,8048.200,7933.710,28997499301.000
2021-06-11,8017.110,7991.12,8065.260,7958.830,32720367814.000
2021-06-15,8036.320,7961.02,8038.700,7850.640,30270336582.000
2021-06-16,7922.420,7830.67,7931.530,7816.770,28697213097.000
2021-06-17,7776.480,7901.52,7901.520,7747.450,34803057253.000
2021-06-18,7991.030,8041.45,8075.460,7973.410,53041285601.000
2021-06-21,7955.060,7955.95,7992.790,7885.410,38412523368.000
2021-06-22,7961.520,7812.23,7961.520,7808.260,39098933187.000
2021-06-23,7868.360,8020.23,8030.900,7836.940,39004755124.000
2021-06-24,8045.780,8039.76,8080.010,8004.000,29114887977.000
2021-06-25,8105.220,8235.63,8243.810,8095.300,46792746484.000
2021-06-28,8284.500,8276.63,8316.610,8231.200,25651789372.000
2021-06-29,8299.520,8201.05,8330.920,8168.090,33743488541.000
2021-06-30,8249.780,8155.37,8260.280,8145.770,30848549434.000
2021-07-02,8137.630,7892.4,8137.630,7856.770,47603095598.000
2021-07-05,7832.430,7712.19,7842.100,7665.730,56338435960.000
2021-07-06,7700.960,7646.94,7709.410,7570.700,34915218393.000
2021-07-07,7555.250,7603.77,7608.420,7499.800,40644694035.000
2021-07-08,7548.540,7321.98,7559.800,7301.850,64162048245.000
2021-07-09,7295.500,7429.49,7450.480,7152.110,64307934075.000
2021-07-12,7520.260,7514.15,7555.220,7410.210,43257417734.000
2021-07-13,7554.720,7659.59,7721.170,7524.660,48811579747.000
2021-07-14,7677.740,7667.56,7706.210,7642.650,37374225686.000
2021-07-15,7670.520,7661.25,7705.100,7634.880,38195530513.000
2021-07-16,7639.310,7614.35,7675.810,7583.680,42307372933.000
2021-07-19,7509.750,7431.99,7511.470,7408.190,39516080284.000
2021-07-20,7403.790,7337.55,7465.830,7274.060,31176968869.000
2021-07-21,7380.330,7327.7,7404.260,7277.520,34348800303.000
2021-07-22,7417.240,7490.13,7490.130,7405.440,29449106385.000
2021-07-23,7495.420,7268.14,7495.420,7233.420,31335615848.000
2021-07-26,7038.320,6790.96,7038.320,6752.620,103783708370.000
2021-07-27,6667.970,6249.65,6773.970,6118.100,150772107880.000
2021-07-28,6397.650,6443.31,6493.050,6204.560,117189803917.000
2021-07-29,6827.160,6958.77,6958.770,6736.900,98891361365.000
2021-07-30,6824.840,6780.97,6824.840,6614.990,55816922784.000
2021-08-02,6791.010,6796.25,6821.600,6672.200,41072258301.000
2021-08-03,6838.760,6696.66,6838.760,6557.670,83255703892.000
2021-08-04,6645.890,6859.4,6932.310,6610.040,51161924328.000
2021-08-05,6835.520,6715.33,6914.530,6680.420,54371109406.000
2021-08-06,6755.310,6697.1,6755.310,6644.740,51650175073.000
2021-08-09,6609.650,6664.91,6749.900,6558.230,48633597917.000
2021-08-10,6773.140,6830.15,6837.150,6682.620,54865201856.000
2021-08-11,6798.280,6820.68,6884.370,6764.440,35267619736.000
2021-08-12,6804.510,6719.19,6825.770,6680.940,31192955317.000
2021-08-13,6634.410,6589.54,6669.370,6531.950,36722291916.000
2021-08-16,6562.400,6420.14,6562.400,6389.740,39321703395.000
2021-08-17,6367.530,6218.89,6393.180,6180.970,50420570266.000
2021-08-18,6242.540,6226.69,6298.710,6193.320,33333238632.000
2021-08-19,6209.670,6044.03,6259.030,6012.440,51362220943.000
2021-08-20,6020.960,5895.06,6021.900,5769.650,63738906225.000
2021-08-23,6010.780,6021.27,6158.630,5990.780,54324926871.000
2021-08-24,6171.400,6446.18,6446.180,6171.010,62952590539.000
2021-08-25,6609.640,6458.97,6671.200,6410.070,61636782964.000
2021-08-26,6492.160,6337.03,6492.160,6268.700,41746438931.000
2021-08-27,6336.680,6322.28,6460.350,6282.020,39355335003.000
2021-08-30,6327.870,6391.17,6416.950,6287.590,32915329010.000
2021-08-31,6401.960,6607.78,6607.780,6297.450,72878215108.000
2021-09-01,6633.470,6693.66,6759.260,6584.320,58734541728.000
2021-09-02,6824.570,6801.47,6907.800,6747.020,57452516622.000
2021-09-03,6778.130,6728.84,6778.130,6669.790,50249644373.000
2021-09-06,6687.530,6778.49,6780.160,6669.470,37976690062.000
2021-09-07,6814.060,6887.94,6933.330,6812.590,43214046786.000
2021-09-08,6930.720,6871.28,6958.010,6807.110,45193129652.000
2021-09-09,6732.150,6560.39,6740.810,6545.340,57590825236.000
2021-09-10,6618.740,6748.36,6749.600,6618.740,40197795626.000
2021-09-13,6648.440,6595.03,6648.440,6498.600,37372835181.000
2021-09-14,6621.270,6502.35,6631.160,6457.140,29889045043.000
2021-09-15,6425.220,6298.09,6433.480,6282.820,39507261475.000
2021-09-16,6303.820,6232.93,6342.910,6161.180,31881985197.000
2021-09-17,6240.240,6452.19,6462.640,6214.060,50285044026.000
2021-09-20,6379.630,6271.37,6379.630,6156.930,23431475848.000
2021-09-21,6147.520,6242.61,6272.610,6124.650,24429007127.000
2021-09-23,6369.070,6300.49,6440.990,6247.320,35946314642.000
2021-09-24,6289.860,6159.96,6317.540,6129.890,30113061918.000
2021-09-27,6148.610,6103.89,6236.890,6078.660,33708219668.000
2021-09-28,6150.980,6231.55,6272.470,6129.130,33755767406.000
2021-09-29,6111.290,6179.43,6179.430,6016.250,24914612932.000
2021-09-30,6057.500,6101.52,6146.340,6035.750,26927478633.000
2021-10-04,6054.190,5973.8,6071.090,5936.810,24924964021.000
2021-10-05,5852.970,5955.22,5970.050,5824.600,22455627344.000
2021-10-06,5998.920,5866.15,6009.030,5855.220,19200409269.000
2021-10-07,5987.700,6172.04,6189.270,5975.230,27575291537.000
2021-10-08,6301.870,6206.77,6301.870,6134.750,45045331103.000
2021-10-11,6303.670,6403.69,6448.160,6303.670,58228655930.000
2021-10-12,6270.390,6199.75,6317.780,6179.360,36486213369.000
2021-10-15,6282.220,6318.91,6318.910,6223.040,45727578934.000
2021-10-18,6346.490,6324.27,6346.490,6206.040,29215831573.000
2021-10-19,6349.320,6518.59,6521.010,6334.290,30968707992.000
2021-10-20,6612.970,6691.33,6735.200,6612.940,59576340584.000
2021-10-21,6704.990,6636.18,6713.930,6555.140,37827489769.000
2021-10-22,6673.860,6754.34,6784.890,6666.010,28342238163.000
2021-10-25,6722.500,6744.74,6794.800,6685.840,26400209204.000
2021-10-26,6749.350,6654.19,6770.790,6616.450,26669158673.000
2021-10-27,6532.770,6441.62,6532.770,6395.620,31031992961.000
2021-10-28,6484.060,6445.17,6540.830,6409.000,22636497382.000
2021-10-29,6424.230,6375.85,6442.690,6362.010,26634798061.000
2021-11-01,6339.810,6279.39,6339.810,6236.140,27180339784.000
2021-11-02,6463.030,6314.31,6532.050,6287.790,38709102255.000
2021-11-03,6309.580,6273.44,6343.640,6189.940,29928492461.000
2021-11-04,6322.650,6375.32,6383.190,6313.690,25638942598.000
2021-11-05,6295.680,6276.52,6353.680,6244.660,28752383216.000
2021-11-08,6238.310,6193.98,6239.690,6164.090,28724157205.000
2021-11-09,6240.550,6221.85,6260.780,6151.640,22296554498.000
2021-11-10,6209.090,6349.94,6355.500,6152.220,31677845755.000
2021-11-11,6281.340,6464.53,6504.590,6272.930,40108633526.000
2021-11-12,6576.310,6565.53,6604.100,6495.250,38006290553.000
2021-11-15,6603.570,6601.15,6642.870,6564.110,27654682845.000
2021-11-16,6612.390,6712.31,6724.950,6588.830,36808694619.000
2021-11-17,6672.320,6672.28,6683.520,6601.910,27269790401.000
2021-11-18,6546.190,6474.55,6546.750,6448.350,32334442150.000
2021-11-19,6371.120,6457.97,6457.970,6341.950,40841178775.000
2021-11-22,6456.970,6410.89,6460.130,6380.030,35784450902.000
2021-11-23,6315.780,6323.48,6340.530,6281.360,34496868882.000
2021-11-24,6317.250,6292.16,6369.530,6269.610,48685405016.000
2021-11-25,6302.970,6358.54,6370.380,6267.050,27408793899.000
2021-11-26,6292.960,6151.99,6292.960,6149.860,39122066487.000
2021-11-29,6098.720,6099.35,6221.930,6071.830,41460040244.000
2021-11-30,6076.790,6028.63,6127.120,5922.260,54523713358.000
2021-12-01,6036.580,6058.8,6117.350,6011.060,35752187265.000
2021-12-02,5986.140,6017.56,6044.630,5961.030,34186383089.000
2021-12-03,5948.620,5925.52,5948.620,5855.730,52018900472.000
2021-12-06,5773.630,5727.49,5835.550,5710.190,54967944755.000
2021-12-07,5846.180,5968.5,5968.500,5796.260,45488975468.000
2021-12-08,5999.530,5970.23,6018.520,5950.800,29840301384.000
2021-12-09,6024.760,6103.16,6118.930,6024.760,27138935619.000
2021-12-10,6058.030,6035.23,6122.970,6004.990,28175033902.000
2021-12-13,6089.330,6022.23,6160.950,6019.730,33708761748.000
2021-12-14,5938.330,5884.82,5979.350,5863.060,26130876986.000
2021-12-15,5863.610,5795.44,5904.960,5757.090,25444099161.000
2021-12-16,5743.200,5822.14,5834.930,5681.400,30207823867.000
2021-12-17,5775.400,5680.47,5775.400,5662.900,39341820070.000
2021-12-20,5644.120,5498.49,5687.600,5474.310,28721093563.000
2021-12-21,5467.210,5612.69,5656.570,5456.110,29745271878.000
2021-12-22,5729.240,5685.29,5750.260,5632.310,24530714627.000
2021-12-23,5667.560,5638.31,5708.370,5589.860,36472217457.000
2021-12-24,5692.180,5619.39,5693.690,5614.740,12858407448.000
2021-12-28,5635.130,5569.42,5660.660,5528.960,24825735179.000
2021-12-29,5559.330,5471.87,5559.800,5455.470,15997592233.000
2021-12-30,5470.580,5475.7,5534.310,5427.940,14567517193.000
2021-12-31,5693.660,5670.96,5723.500,5668.340,17224831417.000
2022-01-03,5704.380,5640.47,5741.800,5609.790,11729074986.000
2022-01-04,5665.890,5581.9,5678.690,5550.560,19919922543.000
2022-01-05,5501.750,5323.47,5505.460,5306.250,43006838680.000
2022-01-06,5285.430,5396.65,5410.440,5230.940,35103010550.000
2022-01-07,5470.060,5503.91,5517.490,5399.220,33719642452.000
2022-01-10,5499.950,5625.5,5643.250,5460.700,30326211303.000
2022-01-11,5597.180,5619.67,5664.760,5564.640,25574497315.000
2022-01-12,5750.010,5899.82,5902.240,5750.010,44561899496.000
2022-01-13,5920.510,5796.78,5923.450,5750.240,29324714389.000
2022-01-14,5649.350,5769.05,5769.050,5606.300,26861352106.000
2022-01-17,5752.410,5724.5,5778.480,5678.190,19540989477.000
2022-01-18,5749.820,5698.54,5834.810,5677.010,28939045613.000
2022-01-19,5716.160,5642.91,5750.480,5612.360,25929426114.000
2022-01-20,5692.560,5896.71,5902.630,5652.660,48700156314.000
2022-01-21,5840.580,5870.57,5908.290,5789.560,42444272389.000
2022-01-24,5749.700,5703.63,5760.650,5688.930,30570741056.000
2022-01-25,5592.170,5552.68,5638.120,5490.940,36020613727.000
2022-01-26,5581.670,5597.03,5665.590,5526.260,30322380233.000
2022-01-27,5471.500,5383.63,5485.770,5322.150,37877758230.000
2022-01-28,5360.710,5291.7,5373.830,5228.190,28188625830.000
2022-01-31,5332.840,5416.29,5450.470,5304.620,19561404105.000
2022-02-04,5555.180,5581.63,5591.660,5463.490,25175843165.000
2022-02-07,5583.000,5529.51,5591.340,5451.680,26687255563.000
2022-02-08,5497.320,5436.92,5503.400,5387.090,25584118052.000
2022-02-09,5559.830,5635.5,5648.360,5559.830,33305094157.000
2022-02-10,5721.070,5666.99,5726.590,5579.840,28054425483.000
2022-02-11,5619.980,5597.05,5665.520,5536.200,24478223957.000
2022-02-14,5499.940,5502.18,5536.330,5451.810,20219455847.000
2022-02-15,5464.630,5490.28,5549.660,5460.100,17940199840.000
2022-02-16,5597.020,5616.38,5626.480,5572.770,19321380665.000
2022-02-17,5608.520,5662.28,5676.450,5576.310,19201227858.000
2022-02-18,5611.480,5479.9,5664.610,5446.920,41446932717.000
2022-02-21,5395.850,5327.44,5459.280,5298.320,52041652111.000
2022-02-22,5207.500,5226.7,5269.300,5160.340,41626551686.000
2022-02-23,5234.980,5299.24,5325.610,5200.680,31306424172.000
2022-02-24,5163.460,5069.79,5210.720,5015.990,43198919277.000
2022-02-25,5157.110,5112.62,5209.670,5107.350,31938176236.000
2022-02-28,5134.830,5118.02,5144.020,5028.610,36342044599.000
2022-03-01,5136.660,5155.69,5190.180,5100.910,25964158092.000
2022-03-02,5131.280,5015.74,5162.070,5007.110,27537074202.000
2022-03-03,5025.970,4957.61,5052.160,4933.190,27589222768.000
2022-03-04,4763.470,4737.93,4803.800,4718.510,52439312348.000
2022-03-07,4568.660,4527.83,4613.660,4455.170,51089001797.000
2022-03-08,4515.120,4382.32,4579.120,4367.790,41291142268.000
2022-03-09,4431.960,4393.91,4471.210,4233.000,40798636583.000
2022-03-10,4553.790,4436.65,4586.420,4385.190,32212343404.000
2022-03-11,4229.750,4246.97,4320.200,4040.320,56884577197.000
2022-03-14,4073.270,3778.6,4073.270,3749.900,67460247971.000
2022-03-15,3569.090,3472.42,3841.870,3463.440,89028837819.000
2022-03-16,3689.860,4243.39,4247.540,3608.910,103341208122.000
2022-03-17,4705.180,4572.79,4735.010,4405.930,95868772287.000
2022-03-18,4442.710,4484.93,4547.760,4300.880,55228789450.000
2022-03-21,4631.510,4416.33,4631.510,4370.110,42486813522.000
2022-03-22,4440.630,4653.7,4660.390,4423.630,39040761979.000
2022-03-23,4753.590,4749.12,4883.760,4710.960,58447388742.000
2022-03-24,4722.120,4609.02,4752.700,4581.330,44508153374.000
2022-03-25,4550.940,4379.33,4634.920,4333.990,44124691367.000
2022-03-28,4380.770,4494.01,4550.830,4301.620,40804798695.000
2022-03-29,4537.060,4607.09,4611.370,4520.100,37173042799.000
2022-03-30,4685.520,4622.57,4713.320,4578.030,43196634336.000
2022-03-31,4645.450,4557.99,4645.450,4514.610,21504171795.000
2022-04-01,4420.860,4524.25,4524.250,4379.430,23051732731.000
2022-04-04,4606.190,4769.99,4773.690,4606.190,29366591114.000
2022-04-06,4638.080,4587.73,4648.960,4568.080,30646059539.000
2022-04-07,4519.060,4474.13,4652.870,4470.850,27770878196.000
2022-04-08,4419.930,4422.74,4448.930,4338.980,24998016884.000
2022-04-11,4365.710,4191.03,4365.710,4169.650,28878595422.000
2022-04-12,4246.920,4249.59,4315.060,4119.720,35466192451.000
2022-04-13,4213.070,4268.91,4317.420,4186.760,23486499633.000
2022-04-14,4314.950,4320.1,4344.740,4276.520,22727700273.000
2022-04-19,4215.980,4156.42,4247.040,4140.370,23923950945.000
2022-04-20,4149.600,4134.04,4227.240,4121.280,15781898244.000
2022-04-21,4054.040,3990.08,4088.920,3946.620,28730820372.000
2022-04-22,3864.430,4001.08,4026.730,3847.020,25846885512.000
2022-04-25,3885.680,3806.19,3927.520,3780.070,27783572191.000
2022-04-26,3884.850,3915.27,4028.240,3884.850,30005717512.000
2022-04-27,3865.450,3981.14,4010.340,3846.900,29943030517.000
2022-04-28,4041.690,4066.89,4073.870,3960.940,23761264020.000
2022-04-29,4053.990,4471.75,4515.730,4032.580,64328511846.000
2022-05-03,4379.760,4409.93,4489.500,4266.700,39351307965.000
2022-05-04,4370.050,4264.91,4375.400,4239.390,19336975459.000
2022-05-05,4353.860,4258.88,4382.820,4251.050,27837558093.000
2022-05-06,4098.850,4036.26,4114.230,4023.010,30432583584.000
2022-05-10,3796.930,3906.43,3946.260,3755.890,40332342981.000
2022-05-11,3872.670,4019.28,4141.880,3864.220,39631717780.000
2022-05-12,3917.920,3864.95,3995.370,3854.920,35481584996.000
2022-05-13,3952.220,4038.97,4046.420,3949.000,34084644866.000
2022-05-16,4134.580,4039.36,4158.940,3997.250,24546113728.000
2022-05-17,4130.090,4272.95,4287.700,4121.400,40351490247.000
2022-05-18,4265.550,4260.37,4286.740,4173.910,32632596938.000
2022-05-19,4077.380,4090.72,4143.750,4043.160,44019424933.000
2022-05-20,4220.730,4284.42,4304.950,4201.800,32501256097.000
2022-05-23,4243.120,4177.65,4264.230,4142.390,28736141222.000
2022-05-24,4140.700,4032.34,4194.970,4001.610,28897977532.000
2022-05-25,4015.370,4043.69,4090.630,3992.210,27338343119.000
2022-05-26,4063.050,4033.79,4063.050,3961.260,24428405439.000
2022-05-27,4213.230,4186.95,4232.660,4135.350,35717747559.000
2022-05-30,4257.670,4352.02,4352.020,4250.950,36902759850.000
2022-05-31,4350.570,4483.6,4505.180,4325.260,81157889739.000
2022-06-01,4456.290,4433.38,4485.750,4373.370,34550112472.000
2022-06-02,4355.900,4397.74,4421.730,4327.890,26510569266.000
2022-06-06,4471.360,4601.95,4619.650,4420.200,43248208194.000
2022-06-07,4579.500,4599.48,4672.380,4531.980,44069071931.000
2022-06-08,4697.410,4818.36,4831.140,4696.690,68175984105.000
2022-06-09,4883.670,4749.57,4903.900,4683.010,59878713058.000
2022-06-10,4628.200,4826.42,4843.170,4604.660,71605513751.000
2022-06-13,4630.920,4598.65,4721.650,4575.930,50093596630.000
2022-06-14,4504.590,4595.74,4650.080,4468.360,39714487901.000
2022-06-15,4653.610,4703.72,4744.380,4653.610,38840712997.000
2022-06-16,4764.450,4547.22,4781.430,4503.300,41265810095.000
2022-06-17,4493.710,4653.36,4671.360,4492.680,58624022545.000
2022-06-20,4625.930,4657.37,4673.010,4537.660,32671526828.000
2022-06-21,4677.100,4760.14,4766.030,4632.110,30453185289.000
2022-06-22,4737.490,4552.33,4756.000,4552.330,35241883625.000
2022-06-23,4608.180,4655.91,4692.790,4553.880,33276606109.000
2022-06-24,4724.530,4844.58,4864.470,4720.230,41820290983.000
2022-06-27,4906.360,5072.89,5128.060,4906.360,73272112417.000
2022-06-28,5027.500,5103.89,5137.770,4924.220,61884132316.000
2022-06-29,4987.510,4937.23,5066.630,4876.220,47328373362.000
2022-06-30,4903.150,4870.3,4964.360,4810.340,46619621860.000
2022-07-04,4851.480,4884.18,4905.180,4787.330,39638769153.000
2022-07-05,4959.250,4861.4,4991.980,4841.570,31004531652.000
2022-07-06,4868.240,4801.75,4904.780,4703.900,33783095257.000
2022-07-07,4720.860,4780.04,4796.040,4643.870,28534603878.000
2022-07-08,4868.370,4808.47,4882.920,4778.400,28385599718.000
2022-07-11,4736.940,4622.92,4736.940,4588.580,32287980424.000
2022-07-12,4546.390,4524.11,4599.990,4492.280,28643624576.000
2022-07-13,4558.240,4547.1,4630.520,4533.670,23631956251.000
2022-07-14,4564.580,4587.73,4638.630,4531.420,23647203902.000
2022-07-15,4507.400,4440.11,4557.250,4422.410,29212900138.000
2022-07-18,4454.810,4574.4,4585.370,4391.290,30336820970.000
2022-07-19,4544.060,4506.74,4567.000,4478.910,19029031345.000
2022-07-20,4599.840,4576.86,4633.070,4575.240,24704926533.000
2022-07-21,4567.560,4582.36,4633.870,4548.390,27462005224.000
2022-07-22,4640.000,4597.64,4664.230,4565.870,19614511214.000
2022-07-25,4562.040,4534.34,4565.210,4479.990,22814780341.000
2022-07-26,4558.800,4596.34,4614.740,4529.180,21887174175.000
2022-07-27,4527.100,4536.62,4569.200,4510.620,21642556349.000
2022-07-28,4558.050,4552.54,4600.490,4539.930,22294940430.000
2022-07-29,4561.530,4331.19,4562.620,4297.330,42325885152.000
2022-08-01,4303.360,4324.03,4356.910,4246.860,33937299488.000
2022-08-02,4242.000,4194.04,4242.000,4119.960,35339512065.000
2022-08-03,4269.760,4246.13,4313.240,4219.650,25983968425.000
2022-08-04,4341.780,4381.12,4390.280,4315.110,23910005812.000
2022-08-05,4429.220,4415.86,4429.400,4367.790,21394208290.000
2022-08-08,4354.260,4335.54,4389.160,4310.690,18978641590.000
2022-08-09,4326.540,4295.24,4371.160,4264.810,19237883097.000
2022-08-10,4281.780,4173.77,4281.780,4130.750,22443534633.000
2022-08-11,4244.460,4326.85,4326.850,4233.190,23197808463.000
2022-08-12,4357.470,4350.07,4365.120,4302.650,17356153135.000
2022-08-15,4310.360,4308.31,4394.620,4300.070,15411725719.000
2022-08-16,4339.330,4221.03,4352.060,4160.450,31670753200.000
2022-08-17,4262.890,4238.9,4281.120,4186.660,21632668321.000
2022-08-18,4249.910,4192.64,4249.910,4165.240,25377071754.000
2022-08-19,4155.540,4192.31,4242.340,4154.620,22647317791.000
2022-08-22,4133.360,4152.04,4196.680,4125.730,20849634048.000
2022-08-23,4151.340,4141.04,4182.100,4101.660,19042990317.000
2022-08-24,4145.940,4026.45,4148.080,4012.510,26077461426.000
2022-08-25,4072.770,4268.54,4279.610,4072.770,29301505152.000
2022-08-26,4350.330,4302.17,4357.650,4272.640,29981854131.000
2022-08-29,4249.020,4249.17,4275.150,4212.690,25462410586.000
2022-08-30,4259.300,4227.43,4259.300,4123.690,23824850083.000
2022-08-31,4123.270,4273.68,4354.360,4123.270,42158233454.000
2022-09-01,4232.420,4204.03,4289.510,4179.990,27988870461.000
2022-09-02,4204.340,4143.53,4230.450,4116.740,33506400988.000
2022-09-05,4089.620,4063.91,4089.620,4025.950,23756504001.000
2022-09-06,4081.270,4066.83,4101.600,4019.750,16371296726.000
2022-09-07,3988.260,4014.01,4029.550,3957.090,18981553107.000
2022-09-08,4031.910,3974.05,4056.710,3958.820,19639396316.000
2022-09-09,3979.510,4077.32,4090.940,3968.790,20681221317.000
2022-09-13,4104.600,4069.29,4111.110,4060.350,21214481811.000
2022-09-14,3965.240,3953.37,3982.400,3934.360,20787481271.000
2022-09-15,3939.940,3963.31,3980.810,3935.000,14928945910.000
2022-09-16,3911.310,3858.46,3937.290,3858.170,27497321425.000
2022-09-19,3828.010,3778.77,3828.010,3760.200,22238322966.000
2022-09-20,3829.100,3853.98,3884.820,3829.100,17820639038.000
2022-09-21,3815.110,3737.32,3815.110,3733.820,18459395215.000
2022-09-22,3626.100,3673.8,3682.800,3606.660,20885354602.000
2022-09-23,3652.480,3589.63,3668.020,3589.520,19575189881.000
2022-09-26,3556.830,3647.39,3699.930,3556.830,23799038615.000
2022-09-27,3649.000,3667.41,3673.820,3581.780,22453989870.000
2022-09-28,3613.900,3526.23,3613.900,3507.510,23276575050.000
2022-09-29,3612.590,3482.52,3618.910,3439.600,22528906950.000
2022-09-30,3488.520,3450.12,3514.560,3385.260,21261162159.000
2022-10-03,3423.370,3427.13,3497.260,3393.900,13351063185.000
2022-10-05,3597.350,3685.51,3709.390,3586.290,25092138750.000
2022-10-06,3694.590,3660.72,3700.020,3635.940,12927393839.000
2022-10-07,3608.880,3539.87,3610.460,3536.610,12544788619.000
2022-10-10,3441.510,3398.88,3447.330,3382.900,21276956682.000
2022-10-11,3374.650,3278.24,3385.430,3261.570,23261087543.000
2022-10-12,3250.280,3269.54,3374.290,3159.670,30889340028.000
2022-10-13,3260.370,3157.75,3279.150,3155.520,18498130233.000
2022-10-14,3216.450,3206.63,3318.320,3189.430,24813162695.000
2022-10-17,3159.340,3200.12,3248.770,3092.210,23784648878.000
2022-10-18,3266.050,3336.25,3344.050,3217.080,22348791497.000
