tradeDate,indexCode,indexNameCnAll,indexNameCn,indexNameEnAll,indexNameEn,open,high,low,close,change,changePct,tradingVol,tradingValue,consNumber,peg,date,rolling_pe,trading_value
20150101,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,,,,1000.0,,0.0,102090116.0,43.2,,,2015-01-01,,43.2
20191231,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,,,,1000.0,,0.0,102090116.0,43.2,,,2019-12-31,,43.2
20200102,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1005.62,1019.91,1005.62,1019.72,,1.97,165906987.0,66.28,,,2020-01-02,,66.28
20200103,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1021.67,1029.07,1018.68,1024.48,,0.47,166149031.0,72.16,,,2020-01-03,,72.16
20200106,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1020.0,1040.14,1020.0,1027.28,,0.27,184335092.0,77.85,,,2020-01-06,,77.85
20200107,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1025.66,1043.08,1019.86,1043.08,,1.54,187496602.0,78.24,,,2020-01-07,,78.24
20200108,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1035.84,1059.44,1034.51,1051.16,,0.77,237912351.0,92.84,,,2020-01-08,,92.84
20200109,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1060.58,1081.4,1060.58,1078.31,,2.58,211330302.0,90.48,,,2020-01-09,,90.48
20200110,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1082.31,1088.54,1076.44,1076.44,,-0.17,190319403.0,77.87,,,2020-01-10,,77.87
20200113,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1076.76,1105.85,1069.78,1105.85,,2.73,185966316.0,84.49,,,2020-01-13,,84.49
20200114,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1107.78,1133.9,1107.78,1118.31,,1.13,245350228.0,110.6,,,2020-01-14,,110.6
20200115,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1113.25,1120.35,1105.58,1114.77,,-0.32,179932386.0,82.66,,,2020-01-15,,82.66
20200116,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1116.51,1161.48,1116.51,1154.3,,3.55,224341670.0,113.88,,,2020-01-16,,113.88
20200117,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1159.37,1252.56,1159.37,1238.66,,7.31,440888969.0,187.26,,,2020-01-17,,187.26
20200120,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1239.44,1270.36,1208.69,1240.51,,0.15,368152283.0,173.77,,,2020-01-20,,173.77
20200121,000688,上证科创板50成份指数,科创50,SSE Science and Technology Innovation Board 50 Index,STAR 50,1233.65,1247.84,1194.8,1195.01,,-3.67,274756549.0,129.83,,,2020-01-21,,129.83
