tradeDate,indexCode,indexNameCnAll,indexNameCn,indexNameEnAll,indexNameEn,open,high,low,close,change,changePct,tradingVol,tradingValue,consNumber,peg,date,rolling_pe,trading_value
20160802,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8097.09,8138.84,8066.82,8138.84,,0.36,2141805806.0,226.93,,,2016-08-02,,226.93
20160803,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8110.72,8156.3,8104.83,8144.72,,0.07,2428744026.0,232.38,,,2016-08-03,,232.38
20160804,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8140.32,8142.9,8093.59,8142.9,,-0.02,2433972704.0,260.63,,,2016-08-04,,260.63
20160805,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8136.78,8168.59,8116.3,8132.36,,-0.13,2546255710.0,293.55,,,2016-08-05,,293.55
20160808,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8122.28,8204.96,8098.96,8204.96,,0.89,2594531385.0,299.04,,,2016-08-08,,299.04
20160809,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8200.58,8266.33,8199.41,8265.83,,0.74,2904639582.0,302.69,,,2016-08-09,,302.69
20160810,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8258.98,8262.18,8225.06,8225.61,,-0.49,2479068017.0,266.28,,,2016-08-10,,266.28
20160811,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8215.07,8287.47,8210.16,8210.16,,-0.19,3361450776.0,353.82,,,2016-08-11,,353.82
20160812,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8204.29,8337.75,8204.29,8337.75,,1.55,4391055303.0,452.64,,,2016-08-12,,452.64
20160815,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8350.17,8553.09,8350.17,8521.34,,2.2,6986743444.0,749.86,,,2016-08-15,,749.86
20160816,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8539.79,8555.16,8452.08,8459.07,,-0.73,7482625701.0,774.9,,,2016-08-16,,774.9
20160817,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8461.13,8479.49,8415.18,8455.27,,-0.04,3628557681.0,426.15,,,2016-08-17,,426.15
20160818,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8443.99,8476.61,8406.14,8421.65,,-0.4,4155018761.0,476.94,,,2016-08-18,,476.94
20160819,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8412.6,8423.07,8370.62,8405.86,,-0.19,2795636432.0,292.81,,,2016-08-19,,292.81
20160822,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8403.4,8410.03,8367.49,8373.42,,-0.39,2920324442.0,299.36,,,2016-08-22,,299.36
20160823,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8365.51,8413.05,8362.22,8383.28,,0.12,2813811330.0,297.04,,,2016-08-23,,297.04
20160824,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8383.76,8384.3,8350.27,8367.29,,-0.19,2229190614.0,247.32,,,2016-08-24,,247.32
20160825,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8340.28,8340.28,8269.1,8323.19,,-0.53,2834144177.0,299.21,,,2016-08-25,,299.21
20160826,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8322.56,8352.78,8303.82,8313.96,,-0.11,2152307818.0,228.1,,,2016-08-26,,228.1
20160829,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,8309.44,8310.79,8276.72,8296.43,,-0.21,2523027373.0,264.04,,,2016-08-29,,264.04
